WSI-Name
BRCA_20BR007-86de77de-25e4-4d82-b78b-7b700c
BRCA_03BR006-071be0fb-b7fd-4165-b3c5-348352
BRCA_15BR001-112eb583-f520-4e46-93c7-a87936_D1_D1_2
BRCA_05BR042-03b1dd0a-cf2b-4d30-a959-824dd7
BRCA_15BR011-0ec251a2-2103-4d95-a6c2-fda988
BRCA_11BR020-94176301-9658-4151-9110-5139de
BRCA_13BR003-65fba08c-c5a2-4035-b7a2-2ec4df
BRCA_01BR034-77ce657e-796b-4601-aef3-5c582a
BRCA_11BR036-45b99ac4-0859-4a3d-8b1e-ce5590
BRCA_03BR008-30995a19-a487-476d-8c1b-c918b8
BRCA_03BR014-54d9f58c-cc3b-4342-ad6b-c7c59d
BRCA_20BR006-b2a80144-9134-4bb7-816e-42adbb
BRCA_11BR021-da910b9f-84ce-4ed6-a98e-9c8dfb
BRCA_18BR017-392b8aa4-9f99-4250-b693-326260
BRCA_11BR076-ef0fc703-12ce-41c7-82c6-a1c048
BRCA_05BR040-ba54b756-a987-4da8-9812-e605b0
BRCA_03BR008-a502dc7b-55ac-4828-8808-6dae2a
BRCA_18BR005-f5f3f0c2-2441-4ff2-a54b-c46826
BRCA_20BR005-0044700f-37cc-4f2e-81d6-90b367_D1_D1
BRCA_01BR039-6ab8f8f1-3ab8-4449-81ce-0bf004
BRCA_01BR040-7a6b801c-3099-43ac-bd2b-d2f1c3
BRCA_05BR043-3e60e5e5-7d0a-464f-9b27-1179bd
BRCA_05BR024-f26ff240-a711-4689-a260-4aa302
BRCA_11BR018-e7ee7105-8630-4f1a-9967-e47c88
BRCA_11BR079-4185e26c-8fb7-419d-846d-2d148b
BRCA_01BR029-09f12c88-ce45-4b9d-b191-806b71
BRCA_11BR005-72e72e09-7288-4f58-91a1-dfeb1e
BRCA_05BR001-55d3d4bb-0bf5-4b4e-8ef8-d77a5d
BRCA_01BR026-0f9b1f0c-742d-453d-9232-c7cc0c
BRCA_09BR007-6cb5d29a-9437-430d-b91c-57ee3d
BRCA_11BR032-84332a36-52e6-41df-aa73-d9c561
BRCA_01BR001-09b84012-cb83-4c2e-a33b-ebdb1b
BRCA_11BR005-7340755c-b580-4a9e-9b87-b5b66c
BRCA_11BR009-3324361b-df55-4e53-a2ef-4f8df2
BRCA_05BR042-eacd6ed1-4902-4460-831a-08ca2b
BRCA_11BR010-b636e07f-36aa-4030-a5a9-41976d
BRCA_09BR007-ab2112ce-3ad3-4549-9089-8eeec2
BRCA_03BR010-cc240346-44dd-4d54-baf7-aa97eb
BRCA_11BR014-ddc680ad-63cf-4807-b535-9ccc88
BRCA_01BR008-cfa2809f-5468-4457-870c-467c39
BRCA_15BR001-112eb583-f520-4e46-93c7-a87936
BRCA_11BR075-5504c643-4a9c-4ec4-ab07-bebdaf
BRCA_21BR010-b455beec-bfee-47db-8c97-5d3fc3
BRCA_01BR005-4e80b255-ed2f-447b-be2b-d87e9c
BRCA_06BR005-985f9f08-31c0-4427-a669-d3cd08
BRCA_11BR069-52b0ec88-5854-4fa2-af91-b0359e
BRCA_22BR006-cdcc4b54-fcf8-4667-a686-9abda4
BRCA_01BR032-05415eac-9d5b-4778-844d-10e87a
BRCA_22BR006-e6cc08a2-a0a2-4623-ba04-cf11b2
BRCA_05BR015-617bdaa5-5963-439d-9034-449707
BRCA_05BR033-48798d3b-6cbe-412f-bf75-27f58b
BRCA_01BR025-6bff7669-f33e-49b3-9567-0c397e
BRCA_01BR008-32269c0c-3ca2-4de1-b314-e9b07c
BRCA_11BR036-06054037-40fe-455f-b937-56e828
BRCA_01BR029-28d8359f-5233-400f-b71e-54c178
BRCA_01BR023-87192ab5-9b6a-405d-8dbd-9daf7e
BRCA_11BR054-b10c7b72-1d44-4668-a637-a536b2
BRCA_05BR005-c6e0280a-f739-474e-9bcd-821221
BRCA_09BR005-db4c7d25-8920-4968-983a-d5b11e
BRCA_03BR011-60c8c914-f53d-4f72-a1ce-5fb803
BRCA_21BR002-6261ab21-32e3-4967-a3aa-1e4aff
BRCA_21BR010-f3eac3f6-8c8d-4051-8b02-ca529c
BRCA_01BR014-3dd3ad42-624f-461c-92e9-eccd6d
BRCA_03BR002-837e179b-3840-4aed-a62f-e3073a
BRCA_01BR019-874b3909-bbd9-47cd-87f9-97954a
BRCA_01BR022-945aa1a9-07b9-40c2-99cf-8ab953
BRCA_11BR040-7709b3d7-26ca-4408-ad9a-43119b
BRCA_11BR006-a3e2ab4d-ef4a-497e-b0d2-e8d1cf
BRCA_11BR075-2b11406e-c966-4265-9ac9-548d38
BRCA_11BR080-e2c7113f-957f-4088-b57d-55d2f2
BRCA_20BR001-bee098dc-797a-4e05-8565-05311f
BRCA_01BR030-6e598525-34d9-4355-af70-e56f92
BRCA_01BR002-f68313ca-6e2b-41b5-9d02-853ae7
BRCA_11BR015-22603671-d3ac-493b-ae2a-11c781
BRCA_13BR009-878c2524-208e-40b2-8089-ceb820
BRCA_03BR010-cdde7b93-8293-48a9-9c70-7935c5
BRCA_20BR002-abee08ca-606d-4e2a-a2e6-24780f
BRCA_06BR005-25db2586-55b0-4456-9bba-c24e06
BRCA_13BR009-30e0d7c3-d191-457b-a9be-3b9d97
BRCA_05BR022-f490e21d-b697-49e7-b3bd-04934e_3
BRCA_01BR016-4b3b0f03-c130-4b5b-91fe-88db19
BRCA_03BR006-b3160d68-1004-43fb-a2d6-d114a3
BRCA_11BR023-0a80d3c4-0758-447a-958c-ea868c
BRCA_11BR043-6d34d499-167e-42aa-9790-316fca
BRCA_01BR041-98c7f041-a6ae-44e7-9695-a2be60
BRCA_22BR005-ff2aaf97-376a-466b-86b5-f8b3e7
BRCA_11BR049-e8cbdd4d-1d89-4e1f-b8aa-ef4ff8
BRCA_11BR028-3b177fd6-e7d2-4312-bec7-4a253d
BRCA_01BR012-834e86a4-5e1d-46ec-80e1-c3a6ac
BRCA_14BR005-dae96969-29be-4442-b06d-9948fe
BRCA_01BR015-ab0986a3-3894-4b82-90de-77df10
BRCA_20BR006-bc4095db-0cd3-4894-b725-9464d8
BRCA_01BR019-9ce2d97b-7e81-46ad-90b2-eadb44
BRCA_20BR002-9462caa5-13e8-4997-a4f7-294f16
BRCA_14BR005-2386c36d-8d5d-4fd4-bbfa-39cc8d
BRCA_27BR002-f8b3980c-b81d-42e5-816c-489831
BRCA_21BR005-c41af285-4586-4210-bf50-3108b4
BRCA_13BR004-2d59a2e5-c4cf-4d81-94b6-47aba0
BRCA_03BR010-75d60147-1986-49da-a10a-d459e3
BRCA_03BR013-01f203fd-e664-4d78-bea0-7c40cf
BRCA_03BR013-d0dd0347-9b0f-46fe-8d62-bf17f3
